anio,region_code,region_name,indicador,unidad,valor,unidad_original,dimension,agregacion
2018,10,Los Lagos,venta_intrarregional,pesos,4974360932413.15,miles de millones de pesos,dinero,total
2018,11,Aysén,compra_interregional,pesos,394678525025.245,miles de millones de pesos,dinero,total
2018,11,Aysén,compra_intrarregional,pesos,272572943487.70596,miles de millones de pesos,dinero,total
2018,11,Aysén,facturas_compra_interregional,unidades,875140.0,miles de unidades,conteo,total
2018,11,Aysén,facturas_venta_interregional,unidades,263421.0,miles de unidades,conteo,total
2018,11,Aysén,venta_interregional,pesos,196599787794.45502,miles de millones de pesos,dinero,total
2018,11,Aysén,venta_intrarregional,pesos,272572943487.70596,miles de millones de pesos,dinero,total
2018,12,Magallanes,compra_interregional,pesos,871237087704.1981,miles de millones de pesos,dinero,total
2018,12,Magallanes,compra_intrarregional,pesos,824440462485.219,miles de millones de pesos,dinero,total
2018,12,Magallanes,facturas_compra_interregional,unidades,1333640.0,miles de unidades,conteo,total
2018,12,Magallanes,facturas_venta_interregional,unidades,390698.0,miles de unidades,conteo,total
2018,12,Magallanes,venta_interregional,pesos,630457230704.946,miles de millones de pesos,dinero,total
2018,12,Magallanes,venta_intrarregional,pesos,824440462485.219,miles de millones de pesos,dinero,total
2018,13,Metropolitana de Santiago,compra_interregional,pesos,35742007677618.5,miles de millones de pesos,dinero,total
2018,13,Metropolitana de Santiago,compra_intrarregional,pesos,130929197150663.4,miles de millones de pesos,dinero,total
2018,13,Metropolitana de Santiago,facturas_compra_interregional,unidades,28679708.0,miles de unidades,conteo,total
2018,13,Metropolitana de Santiago,facturas_venta_interregional,unidades,69291877.00000001,miles de unidades,conteo,total
2018,13,Metropolitana de Santiago,venta_interregional,pesos,39314781797292.4,miles de millones de pesos,dinero,total
2018,13,Metropolitana de Santiago,venta_intrarregional,pesos,130929197150663.4,miles de millones de pesos,dinero,total
2018,14,Los Ríos,compra_interregional,pesos,1646231391681.25,miles de millones de pesos,dinero,total
2018,14,Los Ríos,compra_intrarregional,pesos,806218526668.833,miles de millones de pesos,dinero,total
2018,14,Los Ríos,facturas_compra_interregional,unidades,3558003.0,miles de unidades,conteo,total
2018,14,Los Ríos,facturas_venta_interregional,unidades,1616683.0,miles de unidades,conteo,total
2018,14,Los Ríos,venta_interregional,pesos,1367265741741.1,miles de millones de pesos,dinero,total
2018,14,Los Ríos,venta_intrarregional,pesos,806218526668.833,miles de millones de pesos,dinero,total
2018,15,Arica y Parinacota,compra_interregional,pesos,622053474840.3209,miles de millones de pesos,dinero,total
2018,15,Arica y Parinacota,compra_intrarregional,pesos,340826394100.51105,miles de millones de pesos,dinero,total
2018,15,Arica y Parinacota,facturas_compra_interregional,unidades,1144350.0,miles de unidades,conteo,total
2018,15,Arica y Parinacota,facturas_venta_interregional,unidades,521819.99999999994,miles de unidades,conteo,total
2018,15,Arica y Parinacota,venta_interregional,pesos,317712042271.0,miles de millones de pesos,dinero,total
2018,15,Arica y Parinacota,venta_intrarregional,pesos,340826394100.51105,miles de millones de pesos,dinero,total
2018,16,Ñuble,compra_interregional,pesos,1469178786844.73,miles de millones de pesos,dinero,total
2018,16,Ñuble,compra_intrarregional,pesos,900387319378.745,miles de millones de pesos,dinero,total
2018,16,Ñuble,facturas_compra_interregional,unidades,3253669.0,miles de unidades,conteo,total
2018,16,Ñuble,facturas_venta_interregional,unidades,2143703.0,miles de unidades,conteo,total
2018,16,Ñuble,venta_interregional,pesos,1302664747420.9102,miles de millones de pesos,dinero,total
2018,16,Ñuble,venta_intrarregional,pesos,900387319378.745,miles de millones de pesos,dinero,total
2019,01,Tarapacá,compra_interregional,pesos,2119109401589.51,miles de millones de pesos,dinero,total
2019,01,Tarapacá,compra_intrarregional,pesos,932886540153.749,miles de millones de pesos,dinero,total
2019,01,Tarapacá,facturas_compra_interregional,unidades,2130934.0,miles de unidades,conteo,total
2019,01,Tarapacá,facturas_venta_interregional,unidades,851928.0,miles de unidades,conteo,total
2019,01,Tarapacá,venta_interregional,pesos,772505575605.1791,miles de millones de pesos,dinero,total
2019,01,Tarapacá,venta_intrarregional,pesos,932886540153.749,miles de millones de pesos,dinero,total
2019,02,Antofagasta,compra_interregional,pesos,4697877286925.27,miles de millones de pesos,dinero,total
2019,02,Antofagasta,compra_intrarregional,pesos,2595308000663.06,miles de millones de pesos,dinero,total
2019,02,Antofagasta,facturas_compra_interregional,unidades,4915063.0,miles de unidades,conteo,total
2019,02,Antofagasta,facturas_venta_interregional,unidades,2232299.0,miles de unidades,conteo,total
2019,02,Antofagasta,venta_interregional,pesos,4271956085844.01,miles de millones de pesos,dinero,total
2019,02,Antofagasta,venta_intrarregional,pesos,2595308000663.06,miles de millones de pesos,dinero,total
2019,03,Atacama,compra_interregional,pesos,1462308756366.5698,miles de millones de pesos,dinero,total
2019,03,Atacama,compra_intrarregional,pesos,708312022260.743,miles de millones de pesos,dinero,total
2019,03,Atacama,facturas_compra_interregional,unidades,2542742.0,miles de unidades,conteo,total
2019,03,Atacama,facturas_venta_interregional,unidades,799064.0,miles de unidades,conteo,total
2019,03,Atacama,venta_interregional,pesos,1017835628454.629,miles de millones de pesos,dinero,total
2019,03,Atacama,venta_intrarregional,pesos,708312022260.743,miles de millones de pesos,dinero,total
2019,04,Coquimbo,compra_interregional,pesos,2585214766979.4297,miles de millones de pesos,dinero,total
2019,04,Coquimbo,compra_intrarregional,pesos,1765373749050.6301,miles de millones de pesos,dinero,total
2019,04,Coquimbo,facturas_compra_interregional,unidades,5422601.0,miles de unidades,conteo,total
2019,04,Coquimbo,facturas_venta_interregional,unidades,2039981.0,miles de unidades,conteo,total
2019,04,Coquimbo,venta_interregional,pesos,1646694527492.25,miles de millones de pesos,dinero,total
2019,04,Coquimbo,venta_intrarregional,pesos,1765373749050.6301,miles de millones de pesos,dinero,total
2019,05,Valparaíso,compra_interregional,pesos,7266858581654.601,miles de millones de pesos,dinero,total
2019,05,Valparaíso,compra_intrarregional,pesos,4968280820899.561,miles de millones de pesos,dinero,total
2019,05,Valparaíso,facturas_compra_interregional,unidades,13713661.0,miles de unidades,conteo,total
2019,05,Valparaíso,facturas_venta_interregional,unidades,6872358.0,miles de unidades,conteo,total
2019,05,Valparaíso,venta_interregional,pesos,11766003083716.07,miles de millones de pesos,dinero,total
2019,05,Valparaíso,venta_intrarregional,pesos,4968280820899.561,miles de millones de pesos,dinero,total
2019,06,O'Higgins,compra_interregional,pesos,4877581694436.92,miles de millones de pesos,dinero,total
2019,06,O'Higgins,compra_intrarregional,pesos,3122824675911.7,miles de millones de pesos,dinero,total
2019,06,O'Higgins,facturas_compra_interregional,unidades,7824629.0,miles de unidades,conteo,total
2019,06,O'Higgins,facturas_venta_interregional,unidades,2813444.0,miles de unidades,conteo,total
2019,06,O'Higgins,venta_interregional,pesos,3542168201434.36,miles de millones de pesos,dinero,total
2019,06,O'Higgins,venta_intrarregional,pesos,3122824675911.7,miles de millones de pesos,dinero,total
2019,07,Maule,compra_interregional,pesos,3949708520899.8003,miles de millones de pesos,dinero,total
2019,07,Maule,compra_intrarregional,pesos,3376497111973.41,miles de millones de pesos,dinero,total
2019,07,Maule,facturas_compra_interregional,unidades,7731695.0,miles de unidades,conteo,total
2019,07,Maule,facturas_venta_interregional,unidades,5833767.0,miles de unidades,conteo,total
2019,07,Maule,venta_interregional,pesos,3546668182857.9297,miles de millones de pesos,dinero,total
2019,07,Maule,venta_intrarregional,pesos,3376497111973.41,miles de millones de pesos,dinero,total
2019,08,Biobío,compra_interregional,pesos,6137356450636.26,miles de millones de pesos,dinero,total
2019,08,Biobío,compra_intrarregional,pesos,5183568861470.261,miles de millones de pesos,dinero,total
2019,08,Biobío,facturas_compra_interregional,unidades,11642351.0,miles de unidades,conteo,total
2019,08,Biobío,facturas_venta_interregional,unidades,4706677.0,miles de unidades,conteo,total
2019,08,Biobío,venta_interregional,pesos,6680342473317.51,miles de millones de pesos,dinero,total
2019,08,Biobío,venta_intrarregional,pesos,5183568861470.261,miles de millones de pesos,dinero,total
2019,09,La Araucanía,compra_interregional,pesos,3002745384132.63,miles de millones de pesos,dinero,total
2019,09,La Araucanía,compra_intrarregional,pesos,2580096469154.74,miles de millones de pesos,dinero,total
2019,09,La Araucanía,facturas_compra_interregional,unidades,6514273.0,miles de unidades,conteo,total
2019,09,La Araucanía,facturas_venta_interregional,unidades,3371341.0000000005,miles de unidades,conteo,total
2019,09,La Araucanía,venta_interregional,pesos,2377212318453.17,miles de millones de pesos,dinero,total
2019,09,La Araucanía,venta_intrarregional,pesos,2580096469154.74,miles de millones de pesos,dinero,total
2019,10,Los Lagos,compra_interregional,pesos,5754666785958.08,miles de millones de pesos,dinero,total
2019,10,Los Lagos,compra_intrarregional,pesos,5640038257764.471,miles de millones de pesos,dinero,total
2019,10,Los Lagos,facturas_compra_interregional,unidades,7121432.0,miles de unidades,conteo,total
2019,10,Los Lagos,facturas_venta_interregional,unidades,3869721.0,miles de unidades,conteo,total
2019,10,Los Lagos,venta_interregional,pesos,2906611276097.7197,miles de millones de pesos,dinero,total
2019,10,Los Lagos,venta_intrarregional,pesos,5640038257764.471,miles de millones de pesos,dinero,total
2019,11,Aysén,compra_interregional,pesos,323302618389.33,miles de millones de pesos,dinero,total
2019,11,Aysén,compra_intrarregional,pesos,281197355083.25696,miles de millones de pesos,dinero,total
2019,11,Aysén,facturas_compra_interregional,unidades,920911.0,miles de unidades,conteo,total
2019,11,Aysén,facturas_venta_interregional,unidades,284639.0,miles de unidades,conteo,total
2019,11,Aysén,venta_interregional,pesos,223263433370.0,miles de millones de pesos,dinero,total
2019,11,Aysén,venta_intrarregional,pesos,281197355083.25696,miles de millones de pesos,dinero,total
2019,12,Magallanes,compra_interregional,pesos,968917642114.6171,miles de millones de pesos,dinero,total
2019,12,Magallanes,compra_intrarregional,pesos,886485195428.3219,miles de millones de pesos,dinero,total
2019,12,Magallanes,facturas_compra_interregional,unidades,1382728.0,miles de unidades,conteo,total
2019,12,Magallanes,facturas_venta_interregional,unidades,404766.0,miles de unidades,conteo,total
2019,12,Magallanes,venta_interregional,pesos,661623287682.448,miles de millones de pesos,dinero,total
2019,12,Magallanes,venta_intrarregional,pesos,886485195428.3219,miles de millones de pesos,dinero,total
2019,13,Metropolitana de Santiago,compra_interregional,pesos,37778082431129.2,miles de millones de pesos,dinero,total
2019,13,Metropolitana de Santiago,compra_intrarregional,pesos,138889955464467.9,miles de millones de pesos,dinero,total
2019,13,Metropolitana de Santiago,facturas_compra_interregional,unidades,28386748.0,miles de unidades,conteo,total
2019,13,Metropolitana de Santiago,facturas_venta_interregional,unidades,69858889.0,miles de unidades,conteo,total
2019,13,Metropolitana de Santiago,venta_interregional,pesos,42180734472949.3,miles de millones de pesos,dinero,total
2019,13,Metropolitana de Santiago,venta_intrarregional,pesos,138889955464467.9,miles de millones de pesos,dinero,total
2019,14,Los Ríos,compra_interregional,pesos,1670218931506.71,miles de millones de pesos,dinero,total
2019,14,Los Ríos,compra_intrarregional,pesos,870124834244.25,miles de millones de pesos,dinero,total
2019,14,Los Ríos,facturas_compra_interregional,unidades,3692262.0,miles de unidades,conteo,total
2019,14,Los Ríos,facturas_venta_interregional,unidades,1680239.0,miles de unidades,conteo,total
2019,14,Los Ríos,venta_interregional,pesos,1408695417069.9102,miles de millones de pesos,dinero,total
2019,14,Los Ríos,venta_intrarregional,pesos,870124834244.25,miles de millones de pesos,dinero,total
2019,15,Arica y Parinacota,compra_interregional,pesos,612630611709.4619,miles de millones de pesos,dinero,total
2019,15,Arica y Parinacota,compra_intrarregional,pesos,352079519018.0,miles de millones de pesos,dinero,total
2019,15,Arica y Parinacota,facturas_compra_interregional,unidades,1177076.0,miles de unidades,conteo,total
2019,15,Arica y Parinacota,facturas_venta_interregional,unidades,526905.0,miles de unidades,conteo,total
2019,15,Arica y Parinacota,venta_interregional,pesos,323406315523.44,miles de millones de pesos,dinero,total
2019,15,Arica y Parinacota,venta_intrarregional,pesos,352079519018.0,miles de millones de pesos,dinero,total
2019,16,Ñuble,compra_interregional,pesos,1531001211077.0498,miles de millones de pesos,dinero,total
2019,16,Ñuble,compra_intrarregional,pesos,970193477790.165,miles de millones de pesos,dinero,total
2019,16,Ñuble,facturas_compra_interregional,unidades,3368537.0,miles de unidades,conteo,total
2019,16,Ñuble,facturas_venta_interregional,unidades,2341625.0,miles de unidades,conteo,total
2019,16,Ñuble,venta_interregional,pesos,1411860795637.5,miles de millones de pesos,dinero,total
2019,16,Ñuble,venta_intrarregional,pesos,970193477790.165,miles de millones de pesos,dinero,total
2020,01,Tarapacá,compra_interregional,pesos,2500008460364.21,miles de millones de pesos,dinero,total
2020,01,Tarapacá,compra_intrarregional,pesos,960571772579.897,miles de millones de pesos,dinero,total
2020,01,Tarapacá,facturas_compra_interregional,unidades,2093672.0,miles de unidades,conteo,total
2020,01,Tarapacá,facturas_venta_interregional,unidades,795320.0,miles de unidades,conteo,total
2020,01,Tarapacá,venta_interregional,pesos,806397218991.3821,miles de millones de pesos,dinero,total
2020,01,Tarapacá,venta_intrarregional,pesos,960571772579.897,miles de millones de pesos,dinero,total
2020,02,Antofagasta,compra_interregional,pesos,4617393164393.2705,miles de millones de pesos,dinero,total
2020,02,Antofagasta,compra_intrarregional,pesos,2565999796816.58,miles de millones de pesos,dinero,total
2020,02,Antofagasta,facturas_compra_interregional,unidades,4745241.0,miles de unidades,conteo,total
2020,02,Antofagasta,facturas_venta_interregional,unidades,1833929.0,miles de unidades,conteo,total
2020,02,Antofagasta,venta_interregional,pesos,4336399818351.7197,miles de millones de pesos,dinero,total
2020,02,Antofagasta,venta_intrarregional,pesos,2565999796816.58,miles de millones de pesos,dinero,total
2020,03,Atacama,compra_interregional,pesos,1556059670843.16,miles de millones de pesos,dinero,total
2020,03,Atacama,compra_intrarregional,pesos,761605894900.2731,miles de millones de pesos,dinero,total
2020,03,Atacama,facturas_compra_interregional,unidades,2434922.0,miles de unidades,conteo,total
2020,03,Atacama,facturas_venta_interregional,unidades,751548.0,miles de unidades,conteo,total
2020,03,Atacama,venta_interregional,pesos,1067660531506.8,miles de millones de pesos,dinero,total
2020,03,Atacama,venta_intrarregional,pesos,761605894900.2731,miles de millones de pesos,dinero,total
2020,04,Coquimbo,compra_interregional,pesos,2742055188885.35,miles de millones de pesos,dinero,total
2020,04,Coquimbo,compra_intrarregional,pesos,1780083282650.08,miles de millones de pesos,dinero,total
2020,04,Coquimbo,facturas_compra_interregional,unidades,5277897.0,miles de unidades,conteo,total
2020,04,Coquimbo,facturas_venta_interregional,unidades,1912111.0,miles de unidades,conteo,total
2020,04,Coquimbo,venta_interregional,pesos,1735248476114.99,miles de millones de pesos,dinero,total
2020,04,Coquimbo,venta_intrarregional,pesos,1780083282650.08,miles de millones de pesos,dinero,total
2020,05,Valparaíso,compra_interregional,pesos,7374250193560.511,miles de millones de pesos,dinero,total
2020,05,Valparaíso,compra_intrarregional,pesos,4802595877814.49,miles de millones de pesos,dinero,total
2020,05,Valparaíso,facturas_compra_interregional,unidades,13121027.0,miles de unidades,conteo,total
2020,05,Valparaíso,facturas_venta_interregional,unidades,6665677.0,miles de unidades,conteo,total
2020,05,Valparaíso,venta_interregional,pesos,10202605219908.83,miles de millones de pesos,dinero,total
2020,05,Valparaíso,venta_intrarregional,pesos,4802595877814.49,miles de millones de pesos,dinero,total
2020,06,O'Higgins,compra_interregional,pesos,5490502777822.15,miles de millones de pesos,dinero,total
2020,06,O'Higgins,compra_intrarregional,pesos,3301542232594.5503,miles de millones de pesos,dinero,total
2020,06,O'Higgins,facturas_compra_interregional,unidades,7761518.0,miles de unidades,conteo,total
2020,06,O'Higgins,facturas_venta_interregional,unidades,2730453.0,miles de unidades,conteo,total
2020,06,O'Higgins,venta_interregional,pesos,3975188811477.23,miles de millones de pesos,dinero,total
2020,06,O'Higgins,venta_intrarregional,pesos,3301542232594.5503,miles de millones de pesos,dinero,total
2020,07,Maule,compra_interregional,pesos,4293007148941.5005,miles de millones de pesos,dinero,total
2020,07,Maule,compra_intrarregional,pesos,3798730838242.27,miles de millones de pesos,dinero,total
2020,07,Maule,facturas_compra_interregional,unidades,7443985.0,miles de unidades,conteo,total
2020,07,Maule,facturas_venta_interregional,unidades,5524927.0,miles de unidades,conteo,total
2020,07,Maule,venta_interregional,pesos,3886264163664.67,miles de millones de pesos,dinero,total
2020,07,Maule,venta_intrarregional,pesos,3798730838242.27,miles de millones de pesos,dinero,total
2020,08,Biobío,compra_interregional,pesos,6219002488995.37,miles de millones de pesos,dinero,total
2020,08,Biobío,compra_intrarregional,pesos,5210042055549.61,miles de millones de pesos,dinero,total
2020,08,Biobío,facturas_compra_interregional,unidades,11171224.0,miles de unidades,conteo,total
2020,08,Biobío,facturas_venta_interregional,unidades,4396174.0,miles de unidades,conteo,total
2020,08,Biobío,venta_interregional,pesos,6532375615101.54,miles de millones de pesos,dinero,total
2020,08,Biobío,venta_intrarregional,pesos,5210042055549.61,miles de millones de pesos,dinero,total
2020,09,La Araucanía,compra_interregional,pesos,3117797928440.26,miles de millones de pesos,dinero,total
2020,09,La Araucanía,compra_intrarregional,pesos,2649075119148.5996,miles de millones de pesos,dinero,total
2020,09,La Araucanía,facturas_compra_interregional,unidades,6308157.0,miles de unidades,conteo,total
2020,09,La Araucanía,facturas_venta_interregional,unidades,3047302.0,miles de unidades,conteo,total
2020,09,La Araucanía,venta_interregional,pesos,2515212876605.83,miles de millones de pesos,dinero,total
2020,09,La Araucanía,venta_intrarregional,pesos,2649075119148.5996,miles de millones de pesos,dinero,total
2020,10,Los Lagos,compra_interregional,pesos,6288186701546.19,miles de millones de pesos,dinero,total
2020,10,Los Lagos,compra_intrarregional,pesos,5973742994585.15,miles de millones de pesos,dinero,total
2020,10,Los Lagos,facturas_compra_interregional,unidades,6873512.0,miles de unidades,conteo,total
2020,10,Los Lagos,facturas_venta_interregional,unidades,3573919.0,miles de unidades,conteo,total
2020,10,Los Lagos,venta_interregional,pesos,3052788466950.41,miles de millones de pesos,dinero,total
2020,10,Los Lagos,venta_intrarregional,pesos,5973742994585.15,miles de millones de pesos,dinero,total
2020,11,Aysén,compra_interregional,pesos,337543731873.304,miles de millones de pesos,dinero,total
2020,11,Aysén,compra_intrarregional,pesos,280350388444.218,miles de millones de pesos,dinero,total
2020,11,Aysén,facturas_compra_interregional,unidades,884759.0,miles de unidades,conteo,total
2020,11,Aysén,facturas_venta_interregional,unidades,254901.0,miles de unidades,conteo,total
2020,11,Aysén,venta_interregional,pesos,236727790669.095,miles de millones de pesos,dinero,total
2020,11,Aysén,venta_intrarregional,pesos,280350388444.218,miles de millones de pesos,dinero,total
2020,12,Magallanes,compra_interregional,pesos,989021601644.601,miles de millones de pesos,dinero,total
2020,12,Magallanes,compra_intrarregional,pesos,734629370699.05,miles de millones de pesos,dinero,total
2020,12,Magallanes,facturas_compra_interregional,unidades,1265660.0,miles de unidades,conteo,total
2020,12,Magallanes,facturas_venta_interregional,unidades,317820.0,miles de unidades,conteo,total
2020,12,Magallanes,venta_interregional,pesos,588273204400.4569,miles de millones de pesos,dinero,total
2020,12,Magallanes,venta_intrarregional,pesos,734629370699.05,miles de millones de pesos,dinero,total
2020,13,Metropolitana de Santiago,compra_interregional,pesos,36246440163663.4,miles de millones de pesos,dinero,total
2020,13,Metropolitana de Santiago,compra_intrarregional,pesos,133698227179034.3,miles de millones de pesos,dinero,total
2020,13,Metropolitana de Santiago,facturas_compra_interregional,unidades,25740506.999999996,miles de unidades,conteo,total
2020,13,Metropolitana de Santiago,facturas_venta_interregional,unidades,67011140.0,miles de unidades,conteo,total
2020,13,Metropolitana de Santiago,venta_interregional,pesos,43749488116418.8,miles de millones de pesos,dinero,total
2020,13,Metropolitana de Santiago,venta_intrarregional,pesos,133698227179034.3,miles de millones de pesos,dinero,total
2020,14,Los Ríos,compra_interregional,pesos,1771792038971.09,miles de millones de pesos,dinero,total
2020,14,Los Ríos,compra_intrarregional,pesos,917530179909.698,miles de millones de pesos,dinero,total
2020,14,Los Ríos,facturas_compra_interregional,unidades,3533040.0,miles de unidades,conteo,total
2020,14,Los Ríos,facturas_venta_interregional,unidades,1544058.0,miles de unidades,conteo,total
2020,14,Los Ríos,venta_interregional,pesos,1419090964213.1702,miles de millones de pesos,dinero,total
2020,14,Los Ríos,venta_intrarregional,pesos,917530179909.698,miles de millones de pesos,dinero,total
2020,15,Arica y Parinacota,compra_interregional,pesos,699272718992.807,miles de millones de pesos,dinero,total
2020,15,Arica y Parinacota,compra_intrarregional,pesos,349249475446.61597,miles de millones de pesos,dinero,total
2020,15,Arica y Parinacota,facturas_compra_interregional,unidades,1227143.0,miles de unidades,conteo,total
2020,15,Arica y Parinacota,facturas_venta_interregional,unidades,478167.0,miles de unidades,conteo,total
2020,15,Arica y Parinacota,venta_interregional,pesos,320833266015.906,miles de millones de pesos,dinero,total
2020,15,Arica y Parinacota,venta_intrarregional,pesos,349249475446.61597,miles de millones de pesos,dinero,total
2020,16,Ñuble,compra_interregional,pesos,1654308756163.7798,miles de millones de pesos,dinero,total
2020,16,Ñuble,compra_intrarregional,pesos,1048797096070.989,miles de millones de pesos,dinero,total
2020,16,Ñuble,facturas_compra_interregional,unidades,3222750.0,miles de unidades,conteo,total
2020,16,Ñuble,facturas_venta_interregional,unidades,2267568.0,miles de unidades,conteo,total
2020,16,Ñuble,venta_interregional,pesos,1472088194710.0,miles de millones de pesos,dinero,total
2020,16,Ñuble,venta_intrarregional,pesos,1048797096070.989,miles de millones de pesos,dinero,total
2021,01,Tarapacá,compra_interregional,pesos,3127324891604.92,miles de millones de pesos,dinero,total
2021,01,Tarapacá,compra_intrarregional,pesos,1163158325529.149,miles de millones de pesos,dinero,total
2021,01,Tarapacá,facturas_compra_interregional,unidades,2393956.0,miles de unidades,conteo,total
2021,01,Tarapacá,facturas_venta_interregional,unidades,968801.0,miles de unidades,conteo,total
2021,01,Tarapacá,venta_interregional,pesos,1042559524965.1251,miles de millones de pesos,dinero,total
2021,01,Tarapacá,venta_intrarregional,pesos,1163158325529.149,miles de millones de pesos,dinero,total
2021,02,Antofagasta,compra_interregional,pesos,5631996124062.57,miles de millones de pesos,dinero,total
